지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s)
642,문화,2020-06-23,27.3,21.7,32.9,0,5,1.2
642,문화,2020-06-24,23.3,21.5,27.2,6,5.7,1.3
642,문화,2020-06-25,21.5,20.1,23.1,4,5,1.3
642,문화,2020-06-26,23.5,19.5,28.7,0,5.7,2
642,문화,2020-06-27,25.2,20.1,31.2,0,4.7,.8
642,문화,2020-06-28,24.9,20.2,30.7,0,4.4,1.2
642,문화,2020-06-29,22.5,19.9,28.3,36.5,7.4,1.4
642,문화,2020-06-30,20.4,18.8,22,22.5,7.7,1.8
642,문화,2020-07-01,21.3,17.5,26,.5,4.6,1.2
642,문화,2020-07-02,23.6,17.7,29.7,0,4.8,.8
642,문화,2020-07-03,22,18.8,24.9,1,5.3,1.2
642,문화,2020-07-04,21.7,18.3,26.8,.5,4.5,1.2
642,문화,2020-07-05,23.4,20.4,28.2,0,2.8,.9
642,문화,2020-07-06,24.2,19.8,30,0,4.7,1
642,문화,2020-07-07,25.4,22.4,30.1,0,4.9,1.6
642,문화,2020-07-08,25.4,21.4,31.8,0,4.8,1.3
642,문화,2020-07-09,26.9,21.2,32.1,0,5.1,1.4
642,문화,2020-07-10,25.4,21.7,29.7,13.5,6.5,1.6
642,문화,2020-07-11,26.4,23.6,30.4,0,4.4,1.3
642,문화,2020-07-12,22.3,19.1,26,62,7.3,1.5
642,문화,2020-07-13,19.5,18,20.8,98.5,8.2,2.5
642,문화,2020-07-14,20,19.1,22.3,5.5,5.5,1.4
642,문화,2020-07-15,21,19,25.9,8,2.9,.8
642,문화,2020-07-16,23.6,18.5,28.8,0,3.7,.8
642,문화,2020-07-17,25.5,19.8,31.6,0,4.5,.8
642,문화,2020-07-18,25.3,21.9,29.6,0,5.1,1.3
642,문화,2020-07-19,26.6,20.4,31.3,5,5.4,1.3
642,문화,2020-07-20,24.5,22.5,29.7,15.5,6.1,1.7
642,문화,2020-07-21,26.2,22,31.9,0,3.8,1
642,문화,2020-07-22,23.5,21.6,26.2,26.5,4.3,1
642,문화,2020-07-23,21.9,20.7,23.1,57,9.8,2
642,문화,2020-07-24,21.9,19.8,23.9,16,7.2,1.3
642,문화,2020-07-25,22.8,21.1,25.8,11.5,3.6,.8
642,문화,2020-07-26,24.2,21.9,27.3,0,3.8,.6
642,문화,2020-07-27,24.6,22.3,27.7,1,5.1,1
642,문화,2020-07-28,24,21.6,26.8,14.5,3.1,.8
642,문화,2020-07-29,24.9,23.5,27.2,97.5,4.1,.4
642,문화,2020-07-30,25.4,23.1,28.3,197,5.3,1
642,문화,2020-07-31,26.8,23.7,32.5,4.5,5.2,.9
642,문화,2020-08-01,26,23.7,31.4,9,4.4,.8
642,문화,2020-08-02,28.8,24.9,32.1,0,7.7,2.2
642,문화,2020-08-03,27.5,25.5,32.1,7.5,7.4,1.5
642,문화,2020-08-04,27.3,24.3,33.2,49,8.2,.9
642,문화,2020-08-05,27,24.8,31.8,15,3.7,.6
642,문화,2020-08-06,25.5,23.5,28.4,32.5,8.9,2.4
642,문화,2020-08-07,23.5,22.7,24.5,58,3,.4
642,문화,2020-08-08,23.9,22.8,25,59,5.6,.3
642,문화,2020-08-09,27.1,24.1,32.5,17.5,5.9,.8
642,문화,2020-08-10,26.4,24.2,30.9,32,5.4,.7
642,문화,2020-08-11,26.2,24.9,29.4,32,6.5,.9
642,문화,2020-08-12,27.4,25,30.9,9,3.6,.7
642,문화,2020-08-13,29,24.5,33.5,0,4.1,.8
642,문화,2020-08-14,29,25.1,33.2,0,7.3,1.8
642,문화,2020-08-15,29.6,26.4,33.6,0,6.3,2
642,문화,2020-08-16,28.6,24.4,34,0,5.8,1.5
642,문화,2020-08-17,29,25.5,34.1,0,4.1,.9
642,문화,2020-08-18,28.9,25.1,34.3,0,3.8,.8
642,문화,2020-08-19,29.1,25.1,34.7,0,4.8,1.3
642,문화,2020-08-20,29.1,24.6,34.9,0,3.7,1.2
642,문화,2020-08-21,28.9,24,34.2,0,3.5,.9
642,문화,2020-08-22,25.6,22.1,32.2,37.5,8.5,1.1
642,문화,2020-08-23,27.5,22.9,32.9,0,4.4,.8
642,문화,2020-08-24,28.7,23.1,34.6,0,5.3,1
642,문화,2020-08-25,29.7,24.5,36,0,4.7,1
642,문화,2020-08-26,29.3,25.8,33.5,4,7.3,1.9
642,문화,2020-08-27,29.7,25.5,33.9,3,6.9,1.8
642,문화,2020-08-28,29.1,24.9,35.6,12,4.8,1.2
642,문화,2020-08-29,27,24.5,32.6,12.5,5.7,.9
642,문화,2020-08-30,28.1,24.4,33.4,28.5,6.6,1
642,문화,2020-08-31,27.1,24.8,31.4,0,6.4,1.7
642,문화,2020-09-01,27,22.6,31.8,0,5.4,1.5
642,문화,2020-09-02,24.8,23,27.6,29.5,6.2,1.3
642,문화,2020-09-03,23.5,20.8,27.8,62,8.9,3.1
642,문화,2020-09-04,24.5,20.4,29.7,0,6.2,1.3
642,문화,2020-09-05,22.4,20,25.7,0,6,.9
642,문화,2020-09-06,21.1,17.7,25.1,23,5.4,1.4
642,문화,2020-09-07,19.4,16.2,22.4,27.5,9.4,3.1
642,문화,2020-09-08,24.1,21.1,28.7,0,7.5,2.4
642,문화,2020-09-09,22.4,18.4,27.6,14.5,5.6,1.3
642,문화,2020-09-10,23.6,19.6,29,0,3.2,.6
642,문화,2020-09-11,21.9,19.1,24.8,1.5,4.3,.6
642,문화,2020-09-12,19.6,17.7,20.7,12.5,4,1
642,문화,2020-09-13,21.7,18.6,27.8,0,5.1,.9
642,문화,2020-09-14,22,16.5,28.5,0,5.2,.8
642,문화,2020-09-15,23.5,18.4,29.8,0,4.3,.7
642,문화,2020-09-16,21.7,19.6,24.6,6,3,.4
642,문화,2020-09-17,21.7,19.2,24.7,9.5,3.8,.9
642,문화,2020-09-18,20.9,17.4,26,0,5.8,1.5
642,문화,2020-09-19,20.7,15.8,27,0,7.3,1.5
642,문화,2020-09-20,19.6,14.5,26,0,5.6,1
642,문화,2020-09-21,18.2,12.5,24.7,0,4.1,.6
642,문화,2020-09-22,19.5,15.3,24.3,0,5.9,1.3
642,문화,2020-09-23,19.1,15,23,0,5.3,1.2
642,문화,2020-09-24,20.2,15.3,25.9,0,5.8,1
642,문화,2020-09-25,20.3,15.2,26.4,0,4.8,1
642,문화,2020-09-26,19.8,15.4,25.5,0,4.8,1
642,문화,2020-09-27,19.4,14.6,25.6,0,4.8,.9
642,문화,2020-09-28,18.9,13.4,26.3,0,3.9,.5
642,문화,2020-09-29,18.6,12.6,25,0,4.7,.7
642,문화,2020-09-30,19.2,13.9,25.6,0,3.4,.4
642,문화,2020-10-01,20.1,15.1,25.9,0,4.2,.8
642,문화,2020-10-02,20.9,16.4,26.1,0,5.9,1.2
642,문화,2020-10-03,20.2,17.2,23.9,2,3.4,.5
642,문화,2020-10-04,18.3,13.5,21.4,1,6.7,1.7
642,문화,2020-10-05,14.5,8.4,20.4,0,5.9,1.2
642,문화,2020-10-06,14.7,8.8,20.6,0,4.8,.7
642,문화,2020-10-07,17,11.2,22.7,0,5.6,1.1
642,문화,2020-10-08,18,12.8,22.6,0,7.2,2
642,문화,2020-10-09,18.2,13.5,23.2,0,7.1,1.5
642,문화,2020-10-10,17.6,12,23.6,0,5.2,.9
642,문화,2020-10-11,18,12.5,22,0,5.1,.7
642,문화,2020-10-12,17.4,13.3,23.6,0,4.1,.9
642,문화,2020-10-13,13.5,9.1,18.8,0,5.3,.7
642,문화,2020-10-14,12.8,8.3,20.1,0,5.4,
642,문화,2020-10-15,11.8,5.8,18.6,0,4.2,.7
642,문화,2020-10-16,11.7,7.2,16.3,0,2.6,.1
642,문화,2020-10-17,13,7.5,19.9,0,4.2,.6
642,문화,2020-10-18,12.6,5.5,19.9,0,4.7,.6
642,문화,2020-10-19,13.2,7.1,22.4,0,3.6,
642,문화,2020-10-20,14,7.4,22.9,0,3.6,.7
642,문화,2020-10-21,13.3,9.8,17,0,2.8,.5
642,문화,2020-10-22,13.5,10.1,19.6,0,5.7,1.2
642,문화,2020-10-23,10.7,7.5,15.8,0,6.2,1.9
642,문화,2020-10-24,9.8,4.5,15.2,0,6.1,1.3
642,문화,2020-10-25,12.1,5.2,19.7,0,4.6,.7
642,문화,2020-10-26,12.2,6.3,19.8,0,4,.7
642,문화,2020-10-27,13.1,6.3,20.8,0,3.4,.6
642,문화,2020-10-28,14.2,9,20.8,0,4.7,.8
642,문화,2020-10-29,9.9,3.9,17.1,0,3.3,.7
642,문화,2020-10-30,11.3,3.4,19.4,0,3.8,.8
642,문화,2020-10-31,12.6,5.7,20.2,0,3.7,.6
642,문화,2020-11-01,12.7,11.9,13.8,2.5,3.4,.7
642,문화,2020-11-02,11.5,6,17.6,0,5.1,.9
642,문화,2020-11-03,7,2.9,11.1,0,7.7,1.9
642,문화,2020-11-04,4.9,-.3,11.4,0,6.2,.9
642,문화,2020-11-05,8.4,0,16.7,0,2.9,.6
642,문화,2020-11-06,12.2,9.1,15.4,0,2.5,.4
642,문화,2020-11-07,14.6,10.1,20.9,0,6.2,1.3
642,문화,2020-11-08,10.7,6,15.7,0,7,2
642,문화,2020-11-09,7.6,.8,12.5,0,5.8,1.2
642,문화,2020-11-10,9,4.3,14.2,0,4.9,1.1
642,문화,2020-11-11,8.4,1.9,17.2,0,3.5,.6
642,문화,2020-11-12,9.5,2.3,18.9,0,2.3,.4
642,문화,2020-11-13,10,3.5,17.8,0,4.7,.5
642,문화,2020-11-14,11.1,4.1,19.2,0,3.8,.5
642,문화,2020-11-15,11.7,5.2,19.5,0,4.8,.7
642,문화,2020-11-16,11.1,5.8,18,0,3.2,.5
642,문화,2020-11-17,15.4,11,21.1,3.5,4.5,.9
642,문화,2020-11-18,15.9,12.1,20.4,2.5,5.4,.6
642,문화,2020-11-19,16.7,11.1,23.1,28,8.6,2.3
642,문화,2020-11-20,7.1,5,11.2,0,6.2,2.1
642,문화,2020-11-21,8.5,1.4,15.1,0,5.8,1.3
642,문화,2020-11-22,8,4.8,10.1,3,5.1,1.5
642,문화,2020-11-23,4.5,1.1,9,0,5,1.4
642,문화,2020-11-24,5.2,1.1,10,0,3.9,.9
642,문화,2020-11-25,5.5,-.5,11.8,0,5,.7
642,문화,2020-11-26,7.2,2.9,12.3,0,4.2,.7
642,문화,2020-11-27,6.2,3.2,9.9,0,6.5,1.6
642,문화,2020-11-28,3.2,1.6,6.2,0,6.2,1.8
642,문화,2020-11-29,2.5,.9,5.8,0,4.7,1.2
642,문화,2020-11-30,1.6,-2.1,7.3,0,4.8,.9
642,문화,2020-12-01,1.9,-3.5,7.1,0,4.9,.8
642,문화,2020-12-02,3.6,-.5,9.5,0,4.3,.8
642,문화,2020-12-03,2,-1.3,8.1,0,5.7,1.1
642,문화,2020-12-04,.6,-4,5.9,0,4.8,.7
642,문화,2020-12-05,1.9,-2.6,7.9,0,4,.6
642,문화,2020-12-06,3.2,-1.6,10.4,0,3.3,.5
642,문화,2020-12-07,3.5,0,7.4,0,4.9,.9
642,문화,2020-12-08,1.1,-2.6,6.4,0,4.2,.9
642,문화,2020-12-09,1.5,-4.9,8.5,0,6.3,.6
642,문화,2020-12-10,6.1,2.5,11.5,0,2.4,.5
642,문화,2020-12-11,6.9,4,10.8,0,2.7,.5
642,문화,2020-12-12,4.7,-.3,8.4,0,6.9,1.4
642,문화,2020-12-13,1.3,-1.8,7.2,4,6.7,1.3
642,문화,2020-12-14,-4.3,-6.1,-1.7,0,7.4,2.4
642,문화,2020-12-15,-5.4,-8.9,-1.4,0,5.8,1.7
642,문화,2020-12-16,-4.8,-8.4,-.6,0,6.6,1.5
642,문화,2020-12-17,-3.6,-8.9,2.1,0,4.8,.7
642,문화,2020-12-18,.4,-3.4,5,0,6.2,1.3
642,문화,2020-12-19,-3.2,-7,.6,0,5.7,1.3
642,문화,2020-12-20,-2.2,-6.6,3.3,0,4.3,.8
642,문화,2020-12-21,.4,-4.8,5.4,0,3.5,.6
642,문화,2020-12-22,1.6,-2.9,7.8,0,5.2,.8
642,문화,2020-12-23,4.1,-1.5,9.8,0,7,.8
642,문화,2020-12-24,4.5,.2,9.9,0,7.6,1.6
642,문화,2020-12-25,.6,-2.6,5.5,0,6.1,1.2
642,문화,2020-12-26,1.4,-3.5,7.1,0,3.8,.5
642,문화,2020-12-27,3.1,-1.7,8.7,0,1.8,.3
642,문화,2020-12-28,5.2,-.1,13.1,0,2.8,.5
642,문화,2020-12-29,1.5,-2,6.7,.5,6.8,1.2
642,문화,2020-12-30,-7.2,-10,-2,0,8.8,3
642,문화,2020-12-31,-7.1,-11.9,-.9,0,4.5,1.1
642,문화,2021-01-01,-4.4,-9.5,-.9,0,1.8,.4
642,문화,2021-01-02,-2.8,-5.7,.8,0,6.2,1.1
642,문화,2021-01-03,-3.6,-7.6,0,0,2.9,.6
642,문화,2021-01-04,-2.6,-7.9,2.6,0,3,.5
642,문화,2021-01-05,-2.4,-7,.1,0,5.9,1.6
642,문화,2021-01-06,-5.2,-10.2,-1.6,1,5.3,1
642,문화,2021-01-07,-10.8,-14.2,-3.5,.5,8.3,2.6
642,문화,2021-01-08,-13,-16.3,-8.7,0,4.9,1
642,문화,2021-01-09,-11.2,-17,-6.3,0,4.9,.9
642,문화,2021-01-10,-8,-14.2,-1.6,0,2.1,.5
642,문화,2021-01-11,-5.6,-9,-2.4,0,2.1,.5
642,문화,2021-01-12,-1.6,-7.5,4,0,5.3,1
642,문화,2021-01-13,3.9,-3.4,10.7,0,7,1.3
642,문화,2021-01-14,3.5,-1.6,11.5,0,4,.7
642,문화,2021-01-15,6.4,-.6,14,0,10.4,1.8
642,문화,2021-01-16,-.9,-4.1,3.4,0,6.6,2.2
642,문화,2021-01-17,-3.1,-6.6,1.7,0,6.3,1.7
642,문화,2021-01-18,-1.1,-4.2,4.3,1,8.6,1.9
642,문화,2021-01-19,-4.5,-9.3,.5,0,4,1.1
642,문화,2021-01-20,-1,-8.1,8.3,0,2.6,.4
642,문화,2021-01-21,4.7,-.8,9.1,3.5,2.9,.4
642,문화,2021-01-22,7.5,5.4,10.2,2.5,3.3,.6
642,문화,2021-01-23,8.7,5.3,12.3,0,5.3,1.3
642,문화,2021-01-24,7.8,2.8,13.7,0,4,1.1
642,문화,2021-01-25,8.3,3.2,15.1,0,5.9,1
642,문화,2021-01-26,5.9,4.8,8.1,2.5,4.4,1
642,문화,2021-01-27,3.5,.8,7.5,0,6.3,1.4
642,문화,2021-01-28,-1.1,-6.1,6,1,10.8,2.2
642,문화,2021-01-29,-5.6,-8.8,-.9,0,7.1,1.9
642,문화,2021-01-30,.4,-7.3,8.8,0,6,.9
642,문화,2021-01-31,3.9,-4.5,13.5,0,5,.5
642,문화,2021-02-01,7.4,3.3,11.9,6.5,7,1.8
642,문화,2021-02-02,-2.4,-4,3.3,0,6.8,2.5
642,문화,2021-02-03,-1.4,-7.9,3.6,0,5.8,1.5
642,문화,2021-02-04,-.3,-3.4,3.1,0,7.1,1.6
642,문화,2021-02-05,1.6,-5,8.4,0,4.7,.8
642,문화,2021-02-06,7,-.8,10.2,0,6,1.9
642,문화,2021-02-07,6.3,.9,11.3,0,5,1.5
642,문화,2021-02-08,-1.3,-3.5,1.9,0,7.5,2.3
642,문화,2021-02-09,.2,-6.1,6.6,0,4.1,1
642,문화,2021-02-10,2.6,-3.8,9.6,0,5.7,.9
642,문화,2021-02-11,5.4,.1,12.2,0,3.6,.6
642,문화,2021-02-12,6.9,.9,15.5,0,2.7,.5
642,문화,2021-02-13,7.6,-.3,17,0,2.9,.5
642,문화,2021-02-14,9.5,4.3,16,.5,3.6,.6
642,문화,2021-02-15,3.3,-1.7,8.6,0,8.3,2.8
642,문화,2021-02-16,-2.5,-5,2.9,3,7,1.9
642,문화,2021-02-17,-6.1,-7.2,-3.6,0,8.1,2.9
642,문화,2021-02-18,-4.2,-8.3,.6,0,6.3,1.9
642,문화,2021-02-19,2.8,-6.9,9.9,0,8,1.7
642,문화,2021-02-20,10.7,6.3,16.8,0,7.4,2.2
642,문화,2021-02-21,14.4,5,23.1,0,10.3,2.1
642,문화,2021-02-22,12,3.1,20,0,8.7,2.2
642,문화,2021-02-23,2.4,-1.7,8.3,0,5.4,1.5
642,문화,2021-02-24,4.6,-.8,12.2,0,3.7,.9
642,문화,2021-02-25,4.8,.2,8.9,0,3.1,.6
642,문화,2021-02-26,8.7,2.6,14.7,0,6.9,1.6
642,문화,2021-02-27,8.7,5.5,12.9,0,9.2,2.1
642,문화,2021-02-28,7.4,2.3,11.4,0,3.8,.8
642,문화,2021-03-01,8.3,2,13,44.5,6.6,1.1
642,문화,2021-03-02,2.9,.4,7.1,0,5.2,1.5
642,문화,2021-03-03,4.3,-1.8,10.6,0,3.4,.6
642,문화,2021-03-04,5.8,2,10.4,2.5,2.4,.5
642,문화,2021-03-05,8.8,3.1,16.9,0,3.6,.9
642,문화,2021-03-06,7.7,3.8,14.5,0,6.5,1.5
642,문화,2021-03-07,6.9,4.1,11,0,4.3,1.1
642,문화,2021-03-08,8,2.6,14.9,0,3.8,.7
642,문화,2021-03-09,8.1,3.5,13.7,0,4.5,1
642,문화,2021-03-10,9.4,.9,18,0,5,1
642,문화,2021-03-11,11.2,3.1,19.3,0,4.3,.9
642,문화,2021-03-12,8.4,6.8,11.4,14,4.2,1.1
642,문화,2021-03-13,8.8,3.4,16.1,0,3.7,.8
642,문화,2021-03-14,9.4,3.7,15.3,0,3.8,.9
642,문화,2021-03-15,11.6,3.7,19,0,4.8,1.1
642,문화,2021-03-16,11.5,5.6,17.9,.5,6.3,1.7
642,문화,2021-03-17,9.9,1.4,19,0,4,1
642,문화,2021-03-18,12.5,4.1,20.5,0,5.1,1
642,문화,2021-03-19,13.6,9.8,18.8,0,6.6,1.6
642,문화,2021-03-20,9,7.4,11.8,6,4.8,1
642,문화,2021-03-21,6.7,4.5,11.4,0,7.6,2.5
642,문화,2021-03-22,6.7,1.5,13.1,0,8.6,2.5
642,문화,2021-03-23,9.5,2,17.6,0,8.4,1.8
642,문화,2021-03-24,11.1,3.1,18.9,0,5.1,1.2
642,문화,2021-03-25,12.6,4.9,21.6,0,5.9,1
642,문화,2021-03-26,14.5,5.4,22.7,0,5.3,.8
642,문화,2021-03-27,12.5,8,17.4,15.5,4.6,.7
642,문화,2021-03-28,10.2,8.6,15.3,2,8.9,2.3
642,문화,2021-03-29,12.3,8.6,17.7,0,6.5,2
642,문화,2021-03-30,12.8,6,19.9,0,5.2,1.1
642,문화,2021-03-31,14.5,4,24.1,0,4.4,.9
642,문화,2021-04-01,15.5,10.4,21.2,0,10.5,2.3
642,문화,2021-04-02,17.7,12.4,22.9,0,7.6,1.8
642,문화,2021-04-03,16.5,14,18.6,23,4,.9
642,문화,2021-04-04,11.7,8.7,14,7,4.7,1.4
642,문화,2021-04-05,11.4,5,18.4,0,5.4,1.3
642,문화,2021-04-06,13.1,5.8,20.9,0,7.2,1.5
642,문화,2021-04-07,14.6,6.6,22.8,0,5.6,1.2
642,문화,2021-04-08,13.5,7.1,20.1,0,6.9,1.4
642,문화,2021-04-09,12,4.9,19.4,0,6.7,1.7
642,문화,2021-04-10,13,6.8,19.3,0,5.1,1.3
642,문화,2021-04-11,15.6,6.5,23.4,0,5.2,1.1
642,문화,2021-04-12,13.6,12.2,16.2,14,5.2,1.2
642,문화,2021-04-13,11.4,5,18.6,2,7.5,2.8
642,문화,2021-04-14,9.4,3.5,16.8,0,7.5,1.9
642,문화,2021-04-15,11.4,2.2,19.1,0,4.1,1
642,문화,2021-04-16,11.9,8.8,16,0,7.4,1.4
642,문화,2021-04-17,10.4,6.8,16.9,0,8,1.9
642,문화,2021-04-18,10.8,6.7,18.1,0,5.6,2.4
642,문화,2021-04-19,13.3,4.1,21.7,0,6.4,1.8
642,문화,2021-04-20,15.7,6.3,25,0,4.2,1
642,문화,2021-04-21,19.8,10.4,30.2,0,5.6,1.2
642,문화,2021-04-22,22,15.6,29.6,0,7.3,1.5
642,문화,2021-04-23,19.1,16.4,22,0,7.6,2.3
642,문화,2021-04-24,18.4,13.3,24,0,5.2,1.4
642,문화,2021-04-25,17.6,10.6,24.9,0,5.7,1.4
642,문화,2021-04-26,17.1,11,23.2,0,5.4,1.4
642,문화,2021-04-27,16.5,12.2,22.5,0,4.8,1.1
642,문화,2021-04-28,17,13.5,21.2,0,5,1.6
642,문화,2021-04-29,16.5,12.2,20.6,1,8.8,1.8
642,문화,2021-04-30,13.3,10.3,17.2,0,15.8,3.1
642,문화,2021-05-01,10.8,9.2,14.3,.5,7.7,2.1
642,문화,2021-05-02,12.5,7.8,19.7,3.5,5.6,1.6
642,문화,2021-05-03,15.1,6.7,24,0,6.1,1.4
642,문화,2021-05-04,17.1,11.5,23.1,4.5,6.5,.9
642,문화,2021-05-05,15.2,9.4,21.2,2,7.8,2.3
642,문화,2021-05-06,15.9,6.5,23.8,0,5.7,1
642,문화,2021-05-07,15.2,10.7,21.9,3,8.4,2
642,문화,2021-05-08,16.2,8,24.3,0,10.6,2.6
642,문화,2021-05-09,17,10.4,24.4,0,7.8,2
642,문화,2021-05-10,12.6,11.1,14.4,9.5,4.9,.9
642,문화,2021-05-11,15.9,12.1,19.9,6,7.4,1.6
642,문화,2021-05-12,20,12.7,26.4,0,5.3,1.4
642,문화,2021-05-13,22.6,14.4,30.2,0,4.2,.9
642,문화,2021-05-14,23.8,17,31.8,0,5.4,1.2
642,문화,2021-05-15,22.8,19,29.1,2,4.8,1
642,문화,2021-05-16,21.4,18.2,23.2,41,5,1.2
642,문화,2021-05-17,16.4,15.1,18.2,3,4.9,1.7
642,문화,2021-05-18,18.7,14.8,25,0,3.8,1
642,문화,2021-05-19,21,13.6,28.4,0,5.7,1.1
642,문화,2021-05-20,16.9,15.6,20.3,6.5,5.3,1.2
642,문화,2021-05-21,15.2,14.3,16.6,1,5.9,2.1
642,문화,2021-05-22,19.1,13,26.2,0,5.4,1.4
642,문화,2021-05-23,20.8,13.7,27.9,0,4.7,.8
642,문화,2021-05-24,20.5,16,25.8,0,7,1.6
642,문화,2021-05-25,16.7,12.7,22.7,3,7.6,2
642,문화,2021-05-26,17.9,12.6,24.3,0,5.6,.8
642,문화,2021-05-27,16.7,13.3,21.8,2,7.1,1.7
642,문화,2021-05-28,15.4,11.2,22.2,27.5,7.9,1.5
642,문화,2021-05-29,18.6,13.2,25.3,0,6.3,2
642,문화,2021-05-30,20.8,12.3,29.1,10.5,5.8,1.1
642,문화,2021-05-31,20.9,15.7,27.8,7,5.8,1.1
642,문화,2021-06-01,22.5,16.4,28.5,0,4.5,1
642,문화,2021-06-02,24.4,17.9,31,0,4.8,1.1
642,문화,2021-06-03,18.8,17.3,21.3,26,2.9,.7
642,문화,2021-06-04,19,13.2,25.4,3,6.6,1.7
642,문화,2021-06-05,22.1,14.7,27.1,0,6.6,2
642,문화,2021-06-06,23.2,17.8,29.3,0,6.2,1.4
642,문화,2021-06-07,23.5,17,29.9,0,4.2,1
642,문화,2021-06-08,24.9,18.4,32.1,0,4.2,.8
642,문화,2021-06-09,26.6,19.8,33.2,0,4.4,1
642,문화,2021-06-10,25.1,20.4,30.9,1.5,4.4,1
642,문화,2021-06-11,23.6,19.1,29.2,13.5,5.2,1.4
642,문화,2021-06-12,25.3,20.2,30.9,0,4.2,1.1
642,문화,2021-06-13,24.8,21.4,31.2,0,4.4,1.5
642,문화,2021-06-14,24.6,19.9,30.1,0,4.1,1.3
642,문화,2021-06-15,22.5,20.5,24.1,2,5.3,1.3
642,문화,2021-06-16,23.2,21,26.9,0,6.5,1.9
642,문화,2021-06-17,21.9,19.8,25.1,0,4.5,1.3
642,문화,2021-06-18,21.4,19.6,24.1,2.5,4.6,1.4
642,문화,2021-06-19,23.2,18.2,29.6,0,4.8,1.3
642,문화,2021-06-20,24.5,16.9,31.9,0,7.7,1.8
642,문화,2021-06-21,25.1,19.9,31,0,5.5,1.6
642,문화,2021-06-22,23.4,18.2,29,0,5.6,1.1
642,문화,2021-06-23,20.5,18.7,24.5,23.5,5.3,1
642,문화,2021-06-24,22.8,18.3,28.2,0,4.2,1
642,문화,2021-06-25,24,18.7,30.5,5.5,5.7,1.1
642,문화,2021-06-26,22.7,19.4,27.4,11.5,4.2,.9
642,문화,2021-06-27,24.9,19.4,30.7,0,4.4,.9
642,문화,2021-06-28,25.1,22,29.7,0,4.6,1.2
642,문화,2021-06-29,23.7,20.4,29,0,7.5,1
642,문화,2021-06-30,24.6,21,31.2,9,6.2,.9
